datetime,BTC current_weight,BTC target_weight,delta_weight,portfolio_value,price,target_qty
2025-12-18 00:00:00,0.0,0.0,0.0,1005384.0394425017,86191.9,0.0
2025-12-18 02:00:00,0.0,0.0,0.0,990658.8035984654,86649.6,0.0
2025-12-18 04:00:00,0.0,0.0,0.0,982778.992265221,86715.8,0.0
2025-12-18 06:00:00,0.0,0.0,0.0,1002496.6675541123,86607.0,0.0
2025-12-18 08:00:00,0.0,0.0,0.0,1005267.5488918204,86934.9,0.0
2025-12-18 10:00:00,0.0,0.0,0.0,1010727.5612674446,87307.2,0.0
2025-12-18 12:00:00,0.0,0.0,0.0,951933.4427517036,87215.2,0.0
2025-12-18 14:00:00,0.0,0.0,0.0,957719.4249007001,88325.4,0.0
2025-12-18 16:00:00,0.0,0.0,0.0,962062.1052243646,87984.6,0.0
2025-12-18 18:00:00,0.0,0.0,0.0,961236.1691213928,85946.7,0.0
2025-12-18 20:00:00,0.0,-1.0,-1.0,973694.9081667004,84558.8,-11.515003857276835
2025-12-18 22:00:00,-1.0,0.0,1.0,967535.4819836275,85544.0,11.310383919195122
2025-12-19 00:00:00,0.0,0.0,0.0,963906.0335035983,85572.9,0.0
2025-12-19 02:00:00,0.0,0.0,0.0,963994.222783637,85600.8,0.0
2025-12-19 04:00:00,0.0,0.0,0.0,947688.1585199317,87073.5,0.0
2025-12-19 06:00:00,0.0,0.0,0.0,931390.8281298345,87449.9,0.0
2025-12-19 08:00:00,0.0,0.0,0.0,924703.230453176,88063.2,0.0
2025-12-19 10:00:00,0.0,0.0,0.0,923203.366583916,88237.1,0.0
2025-12-19 12:00:00,0.0,0.0,0.0,911912.8430855213,87840.8,0.0
2025-12-19 14:00:00,0.0,1.0,1.0,905994.3233139236,88140.8,10.278943727693912
2025-12-19 16:00:00,1.0,0.0,-1.0,915994.8766869877,87956.6,-10.414168768312868
2025-12-19 18:00:00,0.0,0.0,0.0,902733.7004847769,87126.2,0.0
2025-12-19 20:00:00,0.0,0.0,0.0,914467.4253658451,88064.8,0.0
2025-12-19 22:00:00,0.0,0.0,0.0,903799.6434497654,88301.1,0.0
2025-12-20 00:00:00,0.0,0.0,0.0,903606.0005596887,87967.3,0.0
2025-12-20 02:00:00,0.0,1.0,1.0,903665.5744950336,88168.0,10.249360022854479
2025-12-20 04:00:00,1.0,0.0,-1.0,909980.6366353031,88257.1,-10.31056579737271
