datetime,BTC current_weight,BTC target_weight,delta_weight,portfolio_value,price,target_qty
2025-12-20 06:00:00,0.0,0.0,0.0,889351.0807029979,88262.2,0.0
2025-12-20 08:00:00,0.0,0.0,0.0,895840.7918316772,88217.0,0.0
2025-12-20 10:00:00,0.0,0.0,0.0,904047.7222690847,88133.7,0.0
2025-12-20 12:00:00,0.0,0.0,0.0,911372.2555813979,88214.0,0.0
2025-12-20 14:00:00,0.0,0.0,0.0,925713.9053504835,88213.4,0.0
2025-12-20 16:00:00,0.0,0.0,0.0,923048.0950568567,88115.3,0.0
2025-12-20 18:00:00,0.0,0.0,0.0,919477.1094997417,88277.1,0.0
2025-12-20 20:00:00,0.0,0.0,0.0,926751.9363828774,88250.4,0.0
2025-12-20 22:00:00,0.0,0.0,0.0,923164.9050711037,88244.1,0.0
2025-12-21 00:00:00,0.0,0.0,0.0,954924.016475313,88354.8,0.0
2025-12-21 02:00:00,0.0,0.0,0.0,955780.4124889784,87911.5,0.0
2025-12-21 04:00:00,0.0,0.0,0.0,962324.5444906281,88036.4,0.0
2025-12-21 06:00:00,0.0,0.0,0.0,968533.9801799856,88057.3,0.0
2025-12-21 08:00:00,0.0,0.0,0.0,971910.03276781,88509.0,0.0
2025-12-21 10:00:00,0.0,0.0,0.0,971711.69340401,88633.1,0.0
2025-12-21 12:00:00,0.0,0.0,0.0,962218.1749404016,88588.6,0.0
2025-12-21 14:00:00,0.0,0.0,0.0,960860.04122052,88019.1,0.0
2025-12-21 16:00:00,0.0,-1.0,-1.0,964320.1221612111,88309.8,-10.919740755399866
2025-12-21 18:00:00,-1.0,0.0,1.0,963941.6093264509,88406.9,10.903465785209649
2025-12-21 20:00:00,0.0,0.0,0.0,957272.5735224421,88195.6,0.0
2025-12-21 22:00:00,0.0,0.0,0.0,964837.430149732,88440.2,0.0
2025-12-22 00:00:00,0.0,1.0,1.0,983259.755732548,88581.7,11.100032577073458
2025-12-22 02:00:00,1.0,0.0,-1.0,993028.1676199639,88417.1,-11.231177765612804
2025-12-22 04:00:00,0.0,0.0,0.0,988692.7994611129,88863.5,0.0
2025-12-22 06:00:00,0.0,0.0,0.0,973903.1770647413,88867.3,0.0
2025-12-22 08:00:00,0.0,0.0,0.0,986255.2403970124,89297.6,0.0
2025-12-22 10:00:00,0.0,0.0,0.0,989811.0381239036,89742.0,0.0
2025-12-22 12:00:00,0.0,0.0,0.0,992488.6405035228,90171.2,0.0
2025-12-22 14:00:00,0.0,0.0,0.0,984489.6562321178,90088.4,0.0
2025-12-22 16:00:00,0.0,0.0,0.0,989948.9637448497,89508.4,0.0
2025-12-22 18:00:00,0.0,0.0,0.0,1009203.6178095414,89104.8,0.0
2025-12-22 20:00:00,0.0,0.0,0.0,1012283.9158594939,88305.9,0.0
2025-12-22 22:00:00,0.0,0.0,0.0,1001379.6778380064,88616.1,0.0
2025-12-23 00:00:00,0.0,0.0,0.0,1002361.827821486,88731.5,0.0
2025-12-23 02:00:00,0.0,0.0,0.0,1004063.7867782424,88167.8,0.0
2025-12-23 04:00:00,0.0,0.0,0.0,1012801.2000475246,87892.0,0.0
2025-12-23 06:00:00,0.0,0.0,0.0,1016555.3200156318,87355.2,0.0
2025-12-23 08:00:00,0.0,0.0,0.0,1019535.0065036899,87426.8,0.0
2025-12-23 10:00:00,0.0,0.0,0.0,1030020.2329218995,87570.3,0.0
2025-12-23 12:00:00,0.0,0.0,0.0,1025379.6005151749,87737.3,0.0
2025-12-23 14:00:00,0.0,0.0,0.0,1032876.4377792954,86837.3,0.0
2025-12-23 16:00:00,0.0,0.0,0.0,1031504.0453202942,87959.8,0.0
2025-12-23 18:00:00,0.0,0.0,0.0,1040088.9803606131,87950.0,0.0
2025-12-23 20:00:00,0.0,0.0,0.0,1047605.9107757036,87674.3,0.0
2025-12-23 22:00:00,0.0,0.0,0.0,1060720.097246037,87378.2,0.0
2025-12-24 00:00:00,0.0,0.0,0.0,1070160.6221583067,87626.1,0.0
2025-12-24 02:00:00,0.0,0.0,0.0,1077630.6759097602,87100.1,0.0
2025-12-24 04:00:00,0.0,0.0,0.0,1069356.1633962863,87110.6,0.0
2025-12-24 06:00:00,0.0,0.0,0.0,1081146.2999778679,86980.1,0.0
2025-12-24 08:00:00,0.0,0.0,0.0,1074034.8087632465,86751.5,0.0
2025-12-24 10:00:00,0.0,0.0,0.0,1084159.3522234543,87042.8,0.0
2025-12-24 12:00:00,0.0,0.0,0.0,1076732.193290266,87393.1,0.0
2025-12-24 14:00:00,0.0,0.0,0.0,1080443.13932691,86950.0,0.0
2025-12-24 16:00:00,0.0,0.0,0.0,1076887.562226056,87250.6,0.0
2025-12-24 18:00:00,0.0,0.0,0.0,1084082.506184744,87435.0,0.0
2025-12-24 20:00:00,0.0,0.0,0.0,1081330.9758065762,87518.8,0.0
2025-12-24 22:00:00,0.0,0.0,0.0,1064178.4553429452,87962.0,0.0
2025-12-25 00:00:00,0.0,0.0,0.0,1072854.472377306,87529.9,0.0
2025-12-25 02:00:00,0.0,0.0,0.0,1069120.605626421,87847.8,0.0
2025-12-25 04:00:00,0.0,0.0,0.0,1049281.1356784538,87740.6,0.0
2025-12-25 06:00:00,0.0,0.0,0.0,1056649.7486644269,87799.5,0.0
2025-12-25 08:00:00,0.0,0.0,0.0,1064856.0400519995,87546.2,0.0
2025-12-25 10:00:00,0.0,0.0,0.0,1061437.9055206014,87386.0,0.0
2025-12-25 12:00:00,0.0,0.0,0.0,1060101.4577478971,87533.7,0.0
2025-12-25 14:00:00,0.0,0.0,0.0,1055891.7895756962,87675.1,0.0
2025-12-25 16:00:00,0.0,0.0,0.0,1058107.1433105862,88042.0,0.0
2025-12-25 18:00:00,0.0,0.0,0.0,1054764.0634920972,88198.5,0.0
2025-12-25 20:00:00,0.0,0.0,0.0,1055808.5890339322,87844.7,0.0
2025-12-25 22:00:00,0.0,0.0,0.0,1060745.6810937035,87607.9,0.0
2025-12-26 00:00:00,0.0,0.0,0.0,1060427.9179224665,87084.5,0.0
2025-12-26 02:00:00,0.0,0.0,0.0,1053732.0843598917,89151.8,0.0
2025-12-26 04:00:00,0.0,0.0,0.0,1055502.678659922,88926.0,0.0
2025-12-26 06:00:00,0.0,0.0,0.0,1069580.8300902115,89085.0,0.0
2025-12-26 08:00:00,0.0,0.0,0.0,1060361.288687768,88707.4,0.0
2025-12-26 10:00:00,0.0,0.0,0.0,1054521.0566216302,88717.5,0.0
2025-12-26 12:00:00,0.0,0.0,0.0,1059402.3117006756,88649.6,0.0
2025-12-26 14:00:00,0.0,0.0,0.0,1084511.9767479287,87344.4,0.0
2025-12-26 16:00:00,0.0,0.0,0.0,1100831.1611435863,86821.7,0.0
2025-12-26 18:00:00,0.0,0.0,0.0,1104316.6461638543,87232.5,0.0
2025-12-26 20:00:00,0.0,0.0,0.0,1115583.9983224513,87547.7,0.0
2025-12-26 22:00:00,0.0,0.0,0.0,1113923.0184683204,87505.4,0.0
2025-12-27 00:00:00,0.0,0.0,0.0,1113556.475941209,87360.0,0.0
2025-12-27 02:00:00,0.0,0.0,0.0,1117873.1638773123,87410.7,0.0
2025-12-27 04:00:00,0.0,1.0,1.0,1115523.3073040235,87428.0,12.759336909274186
2025-12-27 06:00:00,1.0,1.0,0.0,1118384.0880557664,87426.8,0.0
2025-12-27 08:00:00,1.0,0.0,-1.0,1135572.2984920612,87545.6,-12.971209272562655
2025-12-27 10:00:00,0.0,0.0,0.0,1141911.8809979144,87460.6,0.0
2025-12-27 12:00:00,0.0,1.0,1.0,1147274.56552018,87431.9,13.121921924608523
2025-12-27 14:00:00,1.0,1.0,0.0,1135298.2511898347,87500.7,0.0
2025-12-27 16:00:00,1.0,0.0,-1.0,1130693.6715320286,87454.1,-12.928995570613939
2025-12-27 18:00:00,0.0,0.0,0.0,1125453.2213958895,87452.8,0.0
2025-12-27 20:00:00,0.0,0.0,0.0,1104920.513589618,87514.9,0.0
2025-12-27 22:00:00,0.0,1.0,1.0,1086346.2333657008,87526.3,12.411654935324592
2025-12-28 00:00:00,1.0,0.0,-1.0,1101327.9556018168,87811.7,-12.541927278504081
2025-12-28 02:00:00,0.0,1.0,1.0,1094246.0087750347,87768.7,12.46738311921032
2025-12-28 04:00:00,1.0,1.0,0.0,1090438.388740118,87683.9,0.0
2025-12-28 06:00:00,1.0,0.0,-1.0,1067567.6944275503,87696.0,-12.173504999401915
2025-12-28 08:00:00,0.0,1.0,1.0,1088539.9799527526,87771.0,12.40204600554571
2025-12-28 10:00:00,1.0,0.0,-1.0,1084081.8546636421,87828.7,-12.343139027033784
2025-12-28 12:00:00,0.0,0.0,0.0,1089819.6583184318,87820.4,0.0
2025-12-28 14:00:00,0.0,0.0,0.0,1083851.0934834082,87873.3,0.0
2025-12-28 16:00:00,0.0,0.0,0.0,1082859.6987643556,87780.0,0.0
2025-12-28 18:00:00,0.0,0.0,0.0,1079747.9364304494,87570.1,0.0
2025-12-28 20:00:00,0.0,0.0,0.0,1080883.0590581787,87478.2,0.0
2025-12-28 22:00:00,0.0,0.0,0.0,1093518.588969589,87868.7,0.0
