datetime,cumret,baseline_nav,execution_adjustment,cum_execution_adjustment,hybrid_nav,hybrid_cumret
2025-12-19 11:00:00+00:00,0.9927011085014732,992701.1085014732,0.0,9423.14432208892,1002124.2528235621,1.002124252823562
2025-12-19 12:00:00+00:00,0.9844696080187072,984469.6080187073,0.0,9423.14432208892,993892.7523407962,0.9938927523407962
2025-12-19 13:00:00+00:00,0.9939163945189028,993916.3945189028,0.0,9423.14432208892,1003339.5388409917,1.0033395388409916
2025-12-19 14:00:00+00:00,0.9870946682887048,987094.6682887048,0.0,9423.14432208892,996517.8126107937,0.9965178126107938
2025-12-19 15:00:00+00:00,0.9896315992265984,989631.5992265984,0.0,9423.14432208892,999054.7435486873,0.9990547435486873
2025-12-19 16:00:00+00:00,1.0028990709837726,1002899.0709837726,0.0,9423.14432208892,1012322.2153058616,1.0123222153058615
2025-12-19 17:00:00+00:00,1.00215418206794,1002154.18206794,0.0,9423.14432208892,1011577.3263900289,1.011577326390029
2025-12-19 18:00:00+00:00,0.9958896482857298,995889.6482857298,0.0,9423.14432208892,1005312.7926078187,1.0053127926078187
2025-12-19 19:00:00+00:00,0.9847732967314704,984773.2967314704,0.0,9423.14432208892,994196.4410535593,0.9941964410535593
2025-12-19 20:00:00+00:00,0.9900823649703,990082.3649703,0.0,9423.14432208892,999505.5092923889,0.9995055092923889
2025-12-19 21:00:00+00:00,0.994392309362106,994392.309362106,0.0,9423.14432208892,1003815.453684195,1.003815453684195
2025-12-19 22:00:00+00:00,0.9887597138063904,988759.7138063904,0.0,9423.14432208892,998182.8581284793,0.9981828581284793
2025-12-19 23:00:00+00:00,0.9818638680247412,981863.8680247412,0.0,9423.14432208892,991287.0123468301,0.9912870123468301
2025-12-20 00:00:00+00:00,0.9796615536508824,979661.5536508823,0.0,9423.14432208892,989084.6979729712,0.9890846979729713
2025-12-20 01:00:00+00:00,0.9847165230715432,984716.5230715432,0.0,9423.14432208892,994139.6673936321,0.9941396673936321
2025-12-20 02:00:00+00:00,0.9831839157026796,983183.9157026795,0.0,9423.14432208892,992607.0600247685,0.9926070600247685
2025-12-20 03:00:00+00:00,0.9892892991444486,989289.2991444486,0.0,9423.14432208892,998712.4434665375,0.9987124434665375
2025-12-20 04:00:00+00:00,0.993735352470058,993735.3524700579,0.0,9423.14432208892,1003158.4967921468,1.0031584967921467
2025-12-20 05:00:00+00:00,0.9783045604689268,978304.5604689268,0.0,9423.14432208892,987727.7047910157,0.9877277047910157
2025-12-20 06:00:00+00:00,0.9569812600581415,956981.2600581415,0.0,9423.14432208892,966404.4043802305,0.9664044043802305
2025-12-20 07:00:00+00:00,0.9461296085168202,946129.6085168201,0.0,9423.14432208892,955552.752838909,0.9555527528389091
2025-12-20 08:00:00+00:00,0.9387345149400468,938734.5149400468,0.0,9423.14432208892,948157.6592621357,0.9481576592621357
2025-12-20 09:00:00+00:00,0.9400124604958338,940012.4604958338,0.0,9423.14432208892,949435.6048179227,0.9494356048179227
2025-12-20 10:00:00+00:00,0.944987794685884,944987.794685884,0.0,9423.14432208892,954410.939007973,0.9544109390079729
2025-12-20 11:00:00+00:00,0.9418436157909296,941843.6157909295,0.0,9423.14432208892,951266.7601130184,0.9512667601130185
2025-12-20 12:00:00+00:00,0.94752541814631,947525.41814631,0.0,9423.14432208892,956948.562468399,0.956948562468399
2025-12-20 13:00:00+00:00,0.955006903132078,955006.903132078,0.0,9423.14432208892,964430.0474541669,0.9644300474541669
2025-12-20 14:00:00+00:00,0.9668949410004524,966894.9410004524,0.0,9423.14432208892,976318.0853225413,0.9763180853225413
2025-12-20 15:00:00+00:00,0.9599959481377812,959995.9481377812,0.0,9423.14432208892,969419.0924598702,0.9694190924598701
2025-12-20 16:00:00+00:00,0.960356956007316,960356.956007316,0.0,9423.14432208892,969780.1003294049,0.969780100329405
2025-12-20 17:00:00+00:00,0.9571013009166108,957101.3009166109,0.0,9423.14432208892,966524.4452386998,0.9665244452386997
2025-12-20 18:00:00+00:00,0.9544466775452112,954446.6775452112,0.0,9423.14432208892,963869.8218673001,0.9638698218673001
2025-12-20 19:00:00+00:00,0.9555908837504868,955590.8837504869,0.0,9423.14432208892,965014.0280725758,0.9650140280725759
2025-12-20 20:00:00+00:00,0.9603541977718184,960354.1977718184,0.0,9423.14432208892,969777.3420939073,0.9697773420939073
2025-12-20 21:00:00+00:00,0.9622626923943896,962262.6923943895,0.0,9423.14432208892,971685.8367164785,0.9716858367164785
2025-12-20 22:00:00+00:00,0.9575386094166036,957538.6094166036,0.0,9423.14432208892,966961.7537386925,0.9669617537386925
2025-12-20 23:00:00+00:00,0.9590121141872908,959012.1141872908,0.0,9423.14432208892,968435.2585093797,0.9684352585093797
2025-12-21 00:00:00+00:00,0.9761782605368498,976178.2605368497,0.0,9423.14432208892,985601.4048589387,0.9856014048589387
2025-12-21 01:00:00+00:00,0.9813418866459076,981341.8866459077,0.0,9423.14432208892,990765.0309679966,0.9907650309679966
2025-12-21 02:00:00+00:00,0.9815560432398378,981556.0432398379,0.0,9423.14432208892,990979.1875619268,0.9909791875619268
2025-12-21 03:00:00+00:00,0.9809023489104846,980902.3489104846,0.0,9423.14432208892,990325.4932325735,0.9903254932325735
2025-12-21 04:00:00+00:00,0.985464570351328,985464.570351328,0.0,9423.14432208892,994887.7146734169,0.994887714673417
2025-12-21 05:00:00+00:00,0.9906202164920228,990620.2164920229,0.0,9423.14432208892,1000043.3608141118,1.0000433608141117
2025-12-21 06:00:00+00:00,0.9918233179368172,991823.3179368172,0.0,9423.14432208892,1001246.4622589061,1.0012464622589061
2025-12-21 07:00:00+00:00,0.9968480915479624,996848.0915479624,0.0,9423.14432208892,1006271.2358700513,1.0062712358700514
2025-12-21 08:00:00+00:00,0.9962660618524704,996266.0618524704,0.0,9423.14432208892,1005689.2061745593,1.0056892061745593
2025-12-21 09:00:00+00:00,0.9952452402705948,995245.2402705948,0.0,9423.14432208892,1004668.3845926838,1.0046683845926838
2025-12-21 10:00:00+00:00,0.9950079743981278,995007.9743981279,0.0,9423.14432208892,1004431.1187202168,1.0044311187202168
2025-12-21 11:00:00+00:00,0.9918812627432462,991881.2627432462,0.0,9423.14432208892,1001304.4070653351,1.0013044070653352
2025-12-21 12:00:00+00:00,0.9832144013823024,983214.4013823024,0.0,9423.14432208892,992637.5457043913,0.9926375457043913
2025-12-21 13:00:00+00:00,0.9785617258836572,978561.7258836572,0.0,9423.14432208892,987984.8702057461,0.9879848702057461
2025-12-21 14:00:00+00:00,0.9802564574939848,980256.4574939848,0.0,9423.14432208892,989679.6018160738,0.9896796018160737
2025-12-21 15:00:00+00:00,0.9795891184083794,979589.1184083794,0.0,9423.14432208892,989012.2627304683,0.9890122627304683
2025-12-21 16:00:00+00:00,0.9724454393069684,972445.4393069684,0.0,9423.14432208892,981868.5836290573,0.9818685836290573
2025-12-21 17:00:00+00:00,0.9720888796323224,972088.8796323224,0.0,9423.14432208892,981512.0239544113,0.9815120239544113
2025-12-21 18:00:00+00:00,0.968739525527278,968739.5255272781,0.0,9423.14432208892,978162.669849367,0.978162669849367
2025-12-21 19:00:00+00:00,0.9703639245605092,970363.9245605093,0.0,9423.14432208892,979787.0688825982,0.9797870688825981
2025-12-21 20:00:00+00:00,0.9723344431796056,972334.4431796056,0.0,9423.14432208892,981757.5875016946,0.9817575875016946
2025-12-21 21:00:00+00:00,0.9835086613427104,983508.6613427104,0.0,9423.14432208892,992931.8056647993,0.9929318056647993
2025-12-21 22:00:00+00:00,0.9741751271996472,974175.1271996471,0.0,9423.14432208892,983598.271521736,0.9835982715217361
2025-12-21 23:00:00+00:00,0.976369847723484,976369.847723484,0.0,9423.14432208892,985792.992045573,0.9857929920455729
2025-12-22 00:00:00+00:00,0.9899601636702516,989960.1636702516,0.0,9423.14432208892,999383.3079923405,0.9993833079923405
2025-12-22 01:00:00+00:00,0.9989160369239698,998916.0369239697,0.0,9423.14432208892,1008339.1812460587,1.0083391812460587
2025-12-22 02:00:00+00:00,0.999231640749386,999231.6407493859,0.0,9423.14432208892,1008654.7850714748,1.0086547850714749
2025-12-22 03:00:00+00:00,0.9942708064680342,994270.8064680343,0.0,9423.14432208892,1003693.9507901232,1.0036939507901232
2025-12-22 04:00:00+00:00,0.9914514929545728,991451.4929545728,0.0,9423.14432208892,1000874.6372766617,1.0008746372766617
2025-12-22 05:00:00+00:00,0.995555569352391,995555.569352391,0.0,9423.14432208892,1004978.7136744799,1.0049787136744799
2025-12-22 06:00:00+00:00,1.0032680717636593,1003268.0717636592,0.0,9423.14432208892,1012691.2160857482,1.0126912160857482
2025-12-22 07:00:00+00:00,1.006985807927399,1006985.8079273991,0.0,9423.14432208892,1016408.952249488,1.016408952249488
2025-12-22 08:00:00+00:00,1.008221140613757,1008221.1406137568,0.0,9423.14432208892,1017644.2849358458,1.0176442849358458
2025-12-22 09:00:00+00:00,1.010121472696145,1010121.472696145,0.0,9423.14432208892,1019544.6170182339,1.0195446170182338
2025-12-22 10:00:00+00:00,1.0118561331523566,1011856.1331523566,0.0,9423.14432208892,1021279.2774744455,1.0212792774744455
2025-12-22 11:00:00+00:00,1.021844886407194,1021844.8864071941,0.0,9423.14432208892,1031268.030729283,1.031268030729283
2025-12-22 12:00:00+00:00,1.0206273062651658,1020627.3062651658,-2521.2565926875686,6901.887729401351,1027529.1939945671,1.0275291939945672
2025-12-22 13:00:00+00:00,1.0181463434055025,1018146.3434055025,0.0,6901.887729401351,1025048.2311349039,1.0250482311349038
2025-12-22 14:00:00+00:00,1.0246783698517816,1024678.3698517816,0.0,6901.887729401351,1031580.257581183,1.031580257581183
2025-12-22 15:00:00+00:00,1.027891082682151,1027891.082682151,0.0,6901.887729401351,1034792.9704115523,1.0347929704115524
2025-12-22 16:00:00+00:00,1.034371237386557,1034371.237386557,2648.3196713590296,9550.20740076038,1043921.4447873174,1.0439214447873175
2025-12-22 17:00:00+00:00,1.035794509169582,1035794.5091695819,0.0,9550.20740076038,1045344.7165703423,1.0453447165703422
2025-12-22 18:00:00+00:00,1.0523708329061958,1052370.832906196,0.0,9550.20740076038,1061921.0403069563,1.0619210403069563
2025-12-22 19:00:00+00:00,1.0602262030961147,1060226.2030961148,0.0,9550.20740076038,1069776.4104968752,1.0697764104968752
2025-12-22 20:00:00+00:00,1.061585585710036,1061585.585710036,0.0,9550.20740076038,1071135.7931107965,1.0711357931107965
2025-12-22 21:00:00+00:00,1.054454781262205,1054454.781262205,0.0,9550.20740076038,1064004.9886629654,1.0640049886629654
2025-12-22 22:00:00+00:00,1.0623863680596193,1062386.3680596193,0.0,9550.20740076038,1071936.5754603797,1.0719365754603798
2025-12-22 23:00:00+00:00,1.066514399598233,1066514.399598233,0.0,9550.20740076038,1076064.6069989933,1.0760646069989934
2025-12-23 00:00:00+00:00,1.065007623189815,1065007.6231898149,2396.916792243952,11947.124193004332,1076954.7473828192,1.0769547473828192
2025-12-23 01:00:00+00:00,1.0664071632842873,1066407.1632842873,0.0,11947.124193004332,1078354.2874772917,1.0783542874772916
2025-12-23 02:00:00+00:00,1.065067354522658,1065067.354522658,0.0,11947.124193004332,1077014.4787156624,1.0770144787156624
2025-12-23 03:00:00+00:00,1.0682262224335344,1068226.2224335345,0.0,11947.124193004332,1080173.3466265388,1.0801733466265389
2025-12-23 04:00:00+00:00,1.0711723362851515,1071172.3362851515,3275.599472345086,15222.723665349418,1086395.059950501,1.086395059950501
2025-12-23 05:00:00+00:00,1.073656419348828,1073656.419348828,0.0,15222.723665349418,1088879.1430141774,1.0888791430141775
2025-12-23 06:00:00+00:00,1.075142818801112,1075142.818801112,0.0,15222.723665349418,1090365.5424664614,1.0903655424664613
2025-12-23 07:00:00+00:00,1.0754957296229737,1075495.7296229736,0.0,15222.723665349418,1090718.453288323,1.090718453288323
2025-12-23 08:00:00+00:00,1.0782942346334203,1078294.2346334204,0.0,15222.723665349418,1093516.9582987698,1.0935169582987698
2025-12-23 09:00:00+00:00,1.0844339418289897,1084433.9418289897,0.0,15222.723665349418,1099656.665494339,1.0996566654943392
2025-12-23 10:00:00+00:00,1.0851239624312194,1085123.9624312194,0.0,15222.723665349418,1100346.6860965688,1.1003466860965687
2025-12-23 11:00:00+00:00,1.0773585797450993,1077358.5797450994,0.0,15222.723665349418,1092581.3034104488,1.0925813034104488
2025-12-23 12:00:00+00:00,1.08508014338389,1085080.14338389,0.0,15222.723665349418,1100302.8670492393,1.1003028670492394
2025-12-23 13:00:00+00:00,1.081190725655209,1081190.7256552088,0.0,15222.723665349418,1096413.4493205582,1.0964134493205582
2025-12-23 14:00:00+00:00,1.0861216130452795,1086121.6130452796,0.0,15222.723665349418,1101344.336710629,1.101344336710629
2025-12-23 15:00:00+00:00,1.0861024202647116,1086102.4202647116,0.0,15222.723665349418,1101325.143930061,1.101325143930061
2025-12-23 16:00:00+00:00,1.0787941156080776,1078794.1156080775,0.0,15222.723665349418,1094016.839273427,1.0940168392734269
2025-12-23 17:00:00+00:00,1.0927733477196058,1092773.3477196058,0.0,15222.723665349418,1107996.0713849552,1.1079960713849553
2025-12-23 18:00:00+00:00,1.0904056458250813,1090405.6458250813,0.0,15222.723665349418,1105628.3694904307,1.1056283694904308
2025-12-23 19:00:00+00:00,1.0876129594686763,1087612.9594686762,0.0,15222.723665349418,1102835.6831340257,1.1028356831340256
2025-12-23 20:00:00+00:00,1.1007191421906082,1100719.1421906082,0.0,15222.723665349418,1115941.8658559576,1.1159418658559577
2025-12-23 21:00:00+00:00,1.1105509561561024,1110550.9561561025,0.0,15222.723665349418,1125773.679821452,1.125773679821452
2025-12-23 22:00:00+00:00,1.1144982130546364,1114498.2130546363,0.0,15222.723665349418,1129720.9367199857,1.1297209367199856
2025-12-23 23:00:00+00:00,1.118919831766383,1118919.831766383,0.0,15222.723665349418,1134142.5554317324,1.1341425554317324
2025-12-24 00:00:00+00:00,1.1242258822212283,1124225.8822212282,0.0,15222.723665349418,1139448.6058865776,1.1394486058865776
2025-12-24 01:00:00+00:00,1.126987258459641,1126987.258459641,0.0,15222.723665349418,1142209.9821249903,1.1422099821249903
2025-12-24 02:00:00+00:00,1.129389734546872,1129389.7345468719,0.0,15222.723665349418,1144612.4582122213,1.1446124582122212
2025-12-24 03:00:00+00:00,1.1333545220984362,1133354.5220984363,0.0,15222.723665349418,1148577.2457637857,1.1485772457637857
2025-12-24 04:00:00+00:00,1.1285169745570514,1128516.9745570514,0.0,15222.723665349418,1143739.6982224009,1.1437396982224008
2025-12-24 05:00:00+00:00,1.1446033868195855,1144603.3868195855,0.0,15222.723665349418,1159826.1104849349,1.1598261104849348
2025-12-24 06:00:00+00:00,1.1387994953571616,1138799.4953571616,0.0,15222.723665349418,1154022.219022511,1.1540222190225111
2025-12-24 07:00:00+00:00,1.13503756460114,1135037.5646011399,0.0,15222.723665349418,1150260.2882664893,1.1502602882664892
2025-12-24 08:00:00+00:00,1.1343291622410414,1134329.1622410414,0.0,15222.723665349418,1149551.8859063908,1.149551885906391
2025-12-24 09:00:00+00:00,1.1352870626702545,1135287.0626702544,0.0,15222.723665349418,1150509.7863356038,1.1505097863356037
2025-12-24 10:00:00+00:00,1.1390262616946605,1139026.2616946604,0.0,15222.723665349418,1154248.9853600098,1.1542489853600097
2025-12-24 11:00:00+00:00,1.1449168712031652,1144916.8712031653,0.0,15222.723665349418,1160139.5948685147,1.1601395948685147
2025-12-24 12:00:00+00:00,1.1381234711322468,1138123.4711322468,0.0,15222.723665349418,1153346.1947975962,1.1533461947975963
2025-12-24 13:00:00+00:00,1.1381619837912582,1138161.9837912582,0.0,15222.723665349418,1153384.7074566076,1.1533847074566077
2025-12-24 14:00:00+00:00,1.1482597368321663,1148259.7368321663,0.0,15222.723665349418,1163482.4604975157,1.1634824604975158
2025-12-24 15:00:00+00:00,1.1484228940538397,1148422.8940538396,0.0,15222.723665349418,1163645.617719189,1.163645617719189
2025-12-24 16:00:00+00:00,1.1466651753662946,1146665.1753662946,0.0,15222.723665349418,1161887.899031644,1.161887899031644
2025-12-24 17:00:00+00:00,1.1494638924562537,1149463.8924562538,0.0,15222.723665349418,1164686.6161216032,1.1646866161216032
2025-12-24 18:00:00+00:00,1.144405103563026,1144405.103563026,0.0,15222.723665349418,1159627.8272283755,1.1596278272283755
2025-12-24 19:00:00+00:00,1.14012650443514,1140126.5044351402,0.0,15222.723665349418,1155349.2281004896,1.1553492281004896
2025-12-24 20:00:00+00:00,1.138506005757473,1138506.005757473,0.0,15222.723665349418,1153728.7294228224,1.1537287294228225
2025-12-24 21:00:00+00:00,1.129829249488099,1129829.249488099,0.0,15222.723665349418,1145051.9731534484,1.1450519731534485
2025-12-24 22:00:00+00:00,1.1232916251546017,1123291.6251546016,0.0,15222.723665349418,1138514.348819951,1.1385143488199512
2025-12-24 23:00:00+00:00,1.131790409910122,1131790.409910122,0.0,15222.723665349418,1147013.1335754714,1.1470131335754714
2025-12-25 00:00:00+00:00,1.1324495790912423,1132449.5790912423,0.0,15222.723665349418,1147672.3027565917,1.1476723027565916
2025-12-25 01:00:00+00:00,1.1260956956604349,1126095.695660435,0.0,15222.723665349418,1141318.4193257843,1.1413184193257844
2025-12-25 02:00:00+00:00,1.1285610235929315,1128561.0235929315,0.0,15222.723665349418,1143783.7472582809,1.1437837472582808
2025-12-25 03:00:00+00:00,1.1213824023700938,1121382.4023700939,0.0,15222.723665349418,1136605.1260354433,1.1366051260354433
2025-12-25 04:00:00+00:00,1.1069484677317425,1106948.4677317424,0.0,15222.723665349418,1122171.1913970918,1.1221711913970918
2025-12-25 05:00:00+00:00,1.1102872037231897,1110287.2037231897,0.0,15222.723665349418,1125509.927388539,1.1255099273885392
2025-12-25 06:00:00+00:00,1.120504858979242,1120504.858979242,0.0,15222.723665349418,1135727.5826445913,1.1357275826445914
2025-12-25 07:00:00+00:00,1.1221504156527182,1122150.4156527182,0.0,15222.723665349418,1137373.1393180676,1.1373731393180675
2025-12-25 08:00:00+00:00,1.1217384975416531,1121738.4975416532,0.0,15222.723665349418,1136961.2212070026,1.1369612212070026
2025-12-25 09:00:00+00:00,1.1168931127913884,1116893.1127913883,0.0,15222.723665349418,1132115.8364567377,1.1321158364567376
2025-12-25 10:00:00+00:00,1.1135520029471684,1113552.0029471684,0.0,15222.723665349418,1128774.7266125178,1.1287747266125179
2025-12-25 11:00:00+00:00,1.1105095006215866,1110509.5006215866,0.0,15222.723665349418,1125732.224286936,1.125732224286936
2025-12-25 12:00:00+00:00,1.1099447007535057,1109944.7007535058,0.0,15222.723665349418,1125167.4244188552,1.1251674244188552
2025-12-25 13:00:00+00:00,1.1067958202295582,1106795.8202295583,0.0,15222.723665349418,1122018.5438949077,1.1220185438949077
2025-12-25 14:00:00+00:00,1.122330354526191,1122330.3545261908,0.0,15222.723665349418,1137553.0781915402,1.1375530781915402
2025-12-25 15:00:00+00:00,1.1146173608439371,1114617.3608439371,0.0,15222.723665349418,1129840.0845092866,1.1298400845092866
2025-12-25 16:00:00+00:00,1.1161605260416805,1116160.5260416805,0.0,15222.723665349418,1131383.24970703,1.13138324970703
2025-12-25 17:00:00+00:00,1.110754068480554,1110754.0684805538,0.0,15222.723665349418,1125976.7921459032,1.1259767921459032
2025-12-25 18:00:00+00:00,1.1126851726104974,1112685.1726104973,0.0,15222.723665349418,1127907.8962758468,1.1279078962758466
2025-12-25 19:00:00+00:00,1.116144204260211,1116144.204260211,0.0,15222.723665349418,1131366.9279255604,1.1313669279255605
2025-12-25 20:00:00+00:00,1.1181917496443698,1118191.7496443698,0.0,15222.723665349418,1133414.4733097192,1.1334144733097193
2025-12-25 21:00:00+00:00,1.1280432111980383,1128043.2111980382,0.0,15222.723665349418,1143265.9348633876,1.1432659348633876
2025-12-25 22:00:00+00:00,1.1485015498527302,1148501.5498527302,0.0,15222.723665349418,1163724.2735180797,1.1637242735180797
2025-12-25 23:00:00+00:00,1.1454759073466747,1145475.9073466747,0.0,15222.723665349418,1160698.6310120241,1.1606986310120242
2025-12-26 00:00:00+00:00,1.1487190607254978,1148719.0607254978,0.0,15222.723665349418,1163941.7843908472,1.1639417843908473
2025-12-26 01:00:00+00:00,1.1624797136243683,1162479.7136243682,0.0,15222.723665349418,1177702.4372897176,1.1777024372897176
2025-12-26 02:00:00+00:00,1.1356942470510178,1135694.2470510178,0.0,15222.723665349418,1150916.9707163672,1.1509169707163673
2025-12-26 03:00:00+00:00,1.1379279396031388,1137927.9396031387,0.0,15222.723665349418,1153150.6632684881,1.153150663268488
2025-12-26 04:00:00+00:00,1.1426713826279429,1142671.3826279428,0.0,15222.723665349418,1157894.1062932923,1.1578941062932921
2025-12-26 05:00:00+00:00,1.146641314913132,1146641.314913132,0.0,15222.723665349418,1161864.0385784814,1.1618640385784813
2025-12-26 06:00:00+00:00,1.1529488081221184,1152948.8081221185,0.0,15222.723665349418,1168171.531787468,1.168171531787468
2025-12-26 07:00:00+00:00,1.1540502960356234,1154050.2960356234,0.0,15222.723665349418,1169273.0197009728,1.1692730197009729
2025-12-26 08:00:00+00:00,1.1499278933455537,1149927.8933455537,0.0,15222.723665349418,1165150.617010903,1.1651506170109032
2025-12-26 09:00:00+00:00,1.146326060378814,1146326.0603788139,0.0,15222.723665349418,1161548.7840441633,1.1615487840441634
2025-12-26 10:00:00+00:00,1.1449653169291674,1144965.3169291674,0.0,15222.723665349418,1160188.0405945168,1.1601880405945169
2025-12-26 11:00:00+00:00,1.1506216175678492,1150621.617567849,0.0,15222.723665349418,1165844.3412331985,1.1658443412331985
2025-12-26 12:00:00+00:00,1.158092242363803,1158092.2423638029,1735.9051497727633,16958.62881512218,1175050.871178925,1.175050871178925
2025-12-26 13:00:00+00:00,1.1521109373196576,1152110.9373196575,0.0,16958.62881512218,1169069.5661347797,1.1690695661347796
2025-12-26 14:00:00+00:00,1.1508164511449055,1150816.4511449055,0.0,16958.62881512218,1167775.0799600277,1.1677750799600277
2025-12-26 15:00:00+00:00,1.1638918227987536,1163891.8227987536,0.0,16958.62881512218,1180850.4516138758,1.1808504516138758
2025-12-26 16:00:00+00:00,1.171845992433259,1171845.992433259,4649.365181901259,21607.99399702344,1193453.9864302825,1.1934539864302824
2025-12-26 17:00:00+00:00,1.1739797245921062,1173979.7245921062,0.0,21607.99399702344,1195587.7185891296,1.1955877185891297
2025-12-26 18:00:00+00:00,1.1760475133230075,1176047.5133230074,0.0,21607.99399702344,1197655.5073200308,1.1976555073200308
2025-12-26 19:00:00+00:00,1.1711002820919272,1171100.2820919272,0.0,21607.99399702344,1192708.2760889507,1.1927082760889507
2025-12-26 20:00:00+00:00,1.1734692940708318,1173469.2940708317,0.0,21607.99399702344,1195077.2880678552,1.195077288067855
2025-12-26 21:00:00+00:00,1.1618651514145384,1161865.1514145385,0.0,21607.99399702344,1183473.145411562,1.183473145411562
2025-12-26 22:00:00+00:00,1.1705201488828232,1170520.1488828233,0.0,21607.99399702344,1192128.1428798467,1.1921281428798467
2025-12-26 23:00:00+00:00,1.1703859690402398,1170385.96904024,0.0,21607.99399702344,1191993.9630372634,1.1919939630372633
2025-12-27 00:00:00+00:00,1.169687617181044,1169687.617181044,0.0,21607.99399702344,1191295.6111780675,1.1912956111780675
2025-12-27 01:00:00+00:00,1.1806452102155978,1180645.2102155976,0.0,21607.99399702344,1202253.204212621,1.202253204212621
2025-12-27 02:00:00+00:00,1.1752163970791896,1175216.3970791895,0.0,21607.99399702344,1196824.391076213,1.196824391076213
