datetime,mean,std,skew,median,p01,p99
2025-01-01 11:00:00,1.2895338922055009,0.42938091613592105,3.198887219700625,1.140677597094309,0.9395494371619274,2.6595493341621923
2025-01-01 12:00:00,1.371387758507014,0.45791240239874526,2.1077834448284984,1.1963715576010376,0.9086288807600497,2.704556142577414
2025-01-01 13:00:00,1.4996230667163513,0.6117600616350146,1.9549518927039928,1.2409757394354486,0.9655055300228077,3.217093692888894
2025-01-01 14:00:00,1.6198505887631631,0.3300768010320308,0.9580409853471312,1.5383380503288817,1.1918846330600954,2.367822784036229
2025-01-01 15:00:00,1.3932627930566137,0.4553643673620335,1.5167007062568674,1.2218527140941398,0.8814405619570227,2.5366150638919325
2025-01-01 16:00:00,2.058009901513806,1.0726659224655668,0.9361930274377491,1.8379905219465096,1.050820712968946,4.286180369276642
2025-01-01 17:00:00,1.4242089895803798,0.5966343379286749,0.6294521404333094,1.045002012386626,0.7270446855744929,2.623092222975147
2025-01-01 18:00:00,1.674814059623427,0.745379714272592,0.5610414322052063,1.535392178363235,0.654154079443019,3.112421684348789
2025-01-01 19:00:00,1.9598974943423892,0.7295244021015582,0.26761202969982556,1.9179208637770575,0.963373285193275,3.28546429165497
2025-01-01 20:00:00,1.4581121635651157,0.6215791515543372,0.34390646859405244,1.2490725712070185,0.7219765918273692,2.430796223406039
2025-01-01 21:00:00,1.3938921762678171,0.6548298135034973,1.7388951906076422,1.2456645773948374,0.5577088275540301,3.2196939703404457
2025-01-01 22:00:00,0.9170241118254797,0.28926157486888454,0.3482329588185386,0.9391402431573879,0.4793615578902668,1.4834013058237892
2025-01-01 23:00:00,0.8360207080742531,0.1985524076216727,1.070286640555905,0.8107804852670231,0.5357052503344394,1.2927291006080075
2025-01-02 00:00:00,2.7538778964851094,0.9421664502530264,1.6191224411850784,2.5069084046016474,1.8419674048453007,5.209144189546823
2025-01-02 01:00:00,1.2842771969952245,0.2502427774872273,0.15858628807343056,1.295844532117175,0.9400037886470044,1.7308607955868431
2025-01-02 02:00:00,0.8324375155303226,0.3269652110368295,1.7906863970935296,0.714611255974311,0.5383168647873524,1.6575093261114942
2025-01-02 03:00:00,0.6516457570309161,0.29145562570366346,1.7689165395931143,0.573370180797926,0.36027713274561735,1.4436624951827959
2025-01-02 04:00:00,1.3607168467343587,0.6932167683833004,1.5917624064079978,1.1168449477148532,0.6719890683456307,3.159250584339194
2025-01-02 05:00:00,0.9009163743395234,0.2646165755382865,2.112790670119169,0.8549881649052644,0.6206002500161781,1.6739038335334429
2025-01-02 06:00:00,0.9050153427729773,0.30171297591681845,1.365704617436912,0.9248981797385666,0.509635306127194,1.681328426341828
2025-01-02 07:00:00,0.6954745954810262,0.2974201132804132,2.466478118925344,0.6276575551400807,0.442733862762147,1.6006291637776993
2025-01-02 08:00:00,0.8773502344888578,0.2881264693084498,0.48827618268080936,0.8607437211113217,0.45622945910054324,1.4230033734463305
2025-01-02 09:00:00,1.4459025463683157,0.5223985722180132,0.1681724476751321,1.349722700713074,0.6515961786755955,2.2473690681909178
2025-01-02 10:00:00,1.1229310931299148,0.5005006316711099,0.7966142811341691,1.1500641258118958,0.5174438532168717,2.218193577168977
2025-01-02 11:00:00,0.9711725677279344,0.3633789441222879,0.005864522042302763,0.9696570780111126,0.39984956276199896,1.4823325867757144
2025-01-02 12:00:00,1.00809604335277,0.6370719058047991,2.966225034763672,0.8513454556150676,0.4051780085628408,3.0112877087996544
2025-01-02 13:00:00,1.0078152217414271,0.5045196860271474,1.6992613570836184,0.8466495920590891,0.39920796220747706,2.3606825180130726
2025-01-02 14:00:00,2.2433298291000927,0.90415492113708,1.2120710469788478,2.091998933816304,0.8653734603692761,4.501331701549804
2025-01-02 15:00:00,1.286108205246889,0.43515950028399414,0.6823374143678326,1.2707996304127933,0.5211738725436912,2.2760792224650226
2025-01-02 16:00:00,1.076307139647602,0.46245570858842533,2.0226137000813975,0.9902597369754527,0.5034591887727806,2.3980698865815953
2025-01-02 17:00:00,1.1011438103711104,0.291211770326377,0.5562440429497931,1.1021557847548267,0.6610100165293403,1.7011687259047863
2025-01-02 18:00:00,0.6026008452637146,0.22300564469279194,1.4422793439876507,0.5300653338282416,0.39838354984291774,1.1290892584125185
2025-01-02 19:00:00,0.6155814156255521,0.3407946246381871,2.899753454423743,0.5644458191055985,0.3582783925342788,1.7016455750157147
2025-01-02 20:00:00,0.5627988588079454,0.15113599298970262,0.914238524698134,0.49698489446462113,0.358829579583229,0.8880405121207298
2025-01-02 21:00:00,0.41721805592674405,0.09462161586673587,-0.6304058403449193,0.43833242646868764,0.23821802238594217,0.5644166010876155
2025-01-02 22:00:00,0.5635824764755842,0.17023011567011337,0.9615422954376046,0.502239646042625,0.3468119838981236,0.9200665209893714
2025-01-02 23:00:00,0.458700167816824,0.1352426077293574,0.3792058308972968,0.40675589289892444,0.27746813804145926,0.705223176877439
2025-01-03 00:00:00,0.7048961091336047,0.24384352794107494,1.1069314698099646,0.6586825391146677,0.4010418192817144,1.2858990187084145
