datetime,BTC current_weight,BTC target_weight,delta_weight,portfolio_value,price,target_qty
2025-12-18 00:00:00,0.0,0.0,0.0,999044.4786880278,86191.9,0.0
2025-12-18 01:00:00,0.0,0.0,0.0,998583.0883218476,86085.7,0.0
2025-12-18 02:00:00,0.0,0.0,0.0,991545.15757029,86649.6,0.0
2025-12-18 03:00:00,0.0,0.0,0.0,992437.6183379855,86575.1,0.0
2025-12-18 04:00:00,0.0,0.0,0.0,988557.7074885436,86715.8,0.0
2025-12-18 05:00:00,0.0,-1.0,-1.0,995712.1845278444,86400.0,-11.524446580183385
2025-12-18 06:00:00,-1.0,0.0,1.0,1000384.5063662598,86607.0,11.550850466662737
2025-12-18 07:00:00,0.0,0.0,0.0,993029.4817196049,86787.5,0.0
2025-12-18 08:00:00,0.0,0.0,0.0,998896.4980491532,86934.9,0.0
2025-12-18 09:00:00,0.0,0.0,0.0,996183.7384538057,87237.0,0.0
2025-12-18 10:00:00,0.0,0.0,0.0,999354.869229992,87307.2,0.0
2025-12-18 11:00:00,0.0,0.0,0.0,998284.681942979,87268.1,0.0
2025-12-18 12:00:00,0.0,0.0,0.0,941222.301293375,87215.2,0.0
2025-12-18 13:00:00,0.0,0.0,0.0,952537.4468405939,88804.0,0.0
2025-12-18 14:00:00,0.0,0.0,0.0,946943.1796541337,88325.4,0.0
2025-12-18 15:00:00,0.0,0.0,0.0,951257.5525710396,88480.8,0.0
2025-12-18 16:00:00,0.0,0.0,0.0,956118.5026049715,87984.6,0.0
2025-12-18 17:00:00,0.0,0.0,0.0,958531.4072504357,86443.6,0.0
2025-12-18 18:00:00,0.0,0.0,0.0,955297.6691205921,85946.7,0.0
2025-12-18 19:00:00,0.0,0.0,0.0,960638.6941747017,84447.0,0.0
2025-12-18 20:00:00,0.0,-1.0,-1.0,965914.2792680744,84558.8,-11.422989437741245
2025-12-18 21:00:00,-1.0,0.0,1.0,964184.38752566,85584.6,11.265863105344419
2025-12-18 22:00:00,0.0,0.0,0.0,960724.7380807694,85544.0,0.0
2025-12-18 23:00:00,0.0,0.0,0.0,958696.6438850457,85469.7,0.0
2025-12-19 00:00:00,0.0,0.0,0.0,959374.3278785637,85572.9,0.0
2025-12-19 01:00:00,0.0,0.0,0.0,959656.2751552893,85291.7,0.0
2025-12-19 02:00:00,0.0,0.0,0.0,959339.8197122171,85600.8,0.0
2025-12-19 03:00:00,0.0,0.0,0.0,954712.8045431768,86863.1,0.0
2025-12-19 04:00:00,0.0,0.0,0.0,947154.3158864809,87073.5,0.0
2025-12-19 05:00:00,0.0,0.0,0.0,937277.4661402123,87099.7,0.0
2025-12-19 06:00:00,0.0,0.0,0.0,932615.3388257278,87449.9,0.0
2025-12-19 07:00:00,0.0,0.0,0.0,927425.1047779394,87909.7,0.0
2025-12-19 08:00:00,0.0,0.0,0.0,925571.1251411089,88063.2,0.0
2025-12-19 09:00:00,0.0,0.0,0.0,928833.3399896189,88068.3,0.0
2025-12-19 10:00:00,0.0,0.0,0.0,924461.0409938424,88237.1,0.0
2025-12-19 11:00:00,0.0,0.0,0.0,921919.8829742203,88169.9,0.0
2025-12-19 12:00:00,0.0,0.0,0.0,909682.330542446,87840.8,0.0
2025-12-19 13:00:00,0.0,0.0,0.0,910115.3164727865,87968.1,0.0
2025-12-19 14:00:00,0.0,1.0,1.0,908279.1626212533,88140.8,10.304866334560762
2025-12-19 15:00:00,1.0,0.0,-1.0,895433.5741234896,87925.6,-10.183991626141754
2025-12-19 16:00:00,0.0,0.0,0.0,901216.4292404178,87956.6,0.0
2025-12-19 17:00:00,0.0,0.0,0.0,895588.039960513,86912.6,0.0
2025-12-19 18:00:00,0.0,0.0,0.0,887198.155970272,87126.2,0.0
