datetime,mean,std,skew,median,p01,p99
2025-01-01 06:00:00,0.011269898674752117,0.004248103953412434,1.4157763443700833,0.011797103721021206,0.003977604637132473,0.022738405165895863
2025-01-01 07:00:00,0.010626207593815285,0.004304527983714253,1.807561532095706,0.010911730548109181,0.0038389920969163797,0.022789451544856003
2025-01-01 08:00:00,0.010772980245373421,0.004286678731675539,1.6624025992328915,0.011002571990181745,0.004007023290239931,0.02264068259448255
2025-01-01 09:00:00,0.010797773433098434,0.003986595166862722,1.4466851225380928,0.011167469012717306,0.004428780669039568,0.021580839220336906
2025-01-01 10:00:00,0.010243998802237133,0.0038769067210355406,1.7634247807017924,0.010374413379080868,0.004233791417252096,0.02113097177578773
2025-01-01 11:00:00,0.010943946056616232,0.0047305694006671605,2.0961943282086706,0.011288261594144674,0.004287197362622,0.024582727538257004
2025-01-01 12:00:00,0.011044924732627952,0.00498325071254846,2.066166308254985,0.011455316889449143,0.004231170189328399,0.02536913211705983
2025-01-01 13:00:00,0.011044372022929086,0.005184692364748821,2.228617409663127,0.011219166037861598,0.004208321827690308,0.026149682237849817
2025-01-01 14:00:00,0.011362626590242703,0.005007870625258465,1.94199167113062,0.012065462675539948,0.0043131666981027165,0.025568944198172204
2025-01-01 15:00:00,0.012010247242489759,0.005367962928999849,1.8068022990664228,0.012895471657234467,0.00489770597484707,0.027018979349540378
2025-01-01 16:00:00,0.012230929270326452,0.005792327170274745,2.0077144937949,0.012678240766414975,0.004779722248061559,0.028947766451636263
2025-01-01 17:00:00,0.012512999774101717,0.006031773851229294,1.8169167341386738,0.012760468285061447,0.004670123016061457,0.029588674088857552
2025-01-01 18:00:00,0.013628125596563526,0.006852186505069996,1.6048987193268907,0.013368218795714412,0.004973945663624921,0.032474666881024974
2025-01-01 19:00:00,0.01398986773894663,0.0071680760364274815,1.59086965182335,0.014071862682055757,0.004881676657114555,0.033605030912934986
2025-01-01 20:00:00,0.01359199901612689,0.007101412905378978,1.5322592231796186,0.01434020762798829,0.004596536446017467,0.03283646658375428
2025-01-01 21:00:00,0.013257601361055988,0.006793175245817495,1.5156953788359968,0.013880726352466774,0.00430139955144383,0.03171565070011982
2025-01-01 22:00:00,0.012865541832626008,0.006616718355799696,1.4468178578426112,0.013436613454179779,0.004034245382542431,0.0307970376071035
