datetime,mean,std,skew,median,p01,p99
2025-01-01 11:00:00,-0.013600133025762427,0.0070677580133572445,-0.7420026827753529,-0.010895804305383172,-0.02922610707109105,-0.0046792366374347645
2025-01-01 12:00:00,-0.007372711184516201,0.0043893749979998275,-0.8765252517380763,-0.007229966382064301,-0.018016121984570466,-0.0007866384502197119
2025-01-01 13:00:00,-0.00931447324246218,0.005499636014534824,-1.8498591353792493,-0.00842861045378529,-0.024863712439268663,-0.0019100846156133717
2025-01-01 14:00:00,-0.009181755454302717,0.004842994943108693,-0.9683708260369299,-0.00934283452113871,-0.020940441742614585,-0.002174459178098442
2025-01-01 15:00:00,-0.0028432427373269453,0.0022062826421770736,-0.8932046210290704,-0.002170481452446138,-0.007997514498222075,-0.0001205608572209793
2025-01-01 16:00:00,-0.0076543793609884616,0.003337638931631912,-0.9982227029434769,-0.00833151818778588,-0.016011233823713104,-0.0024986420333672926
2025-01-01 17:00:00,-0.007880506352123439,0.004069350350431976,-1.0002624880344126,-0.006254545454690064,-0.016767524352787107,-0.0035664644288128785
2025-01-01 18:00:00,-0.0030239577570429117,0.0024815034114432422,-0.8984288727571585,-0.0017769170119430466,-0.008094040192744494,-0.0005255829777323017
2025-01-01 19:00:00,-0.005881665752448844,0.004767817729437739,-1.910758268838389,-0.00428144021459298,-0.018684047015609016,-0.000783294466162327
2025-01-01 20:00:00,-0.006569561431330701,0.006853468806689262,-1.5748798323653057,-0.003508279539853665,-0.023322448528881042,-0.0009000599548676291
2025-01-01 21:00:00,-0.007914617754467527,0.006583697896738423,-1.1087960318312793,-0.005283457494610677,-0.0233040779556171,-0.001094084451331545
2025-01-01 22:00:00,-0.008846903174627616,0.007825367483866663,-1.35355690161662,-0.004771800200146115,-0.02797921381587089,-0.0017760074819626512
2025-01-01 23:00:00,-0.010084710082228623,0.007386367597357565,-1.43195734354094,-0.007238630466365525,-0.027917201359237885,-0.0014926565085010399
2025-01-02 00:00:00,-0.00952656260214244,0.009934214930557166,-2.5895441168881796,-0.005565862708904246,-0.04009908638728971,-0.0022607010643097467
2025-01-02 01:00:00,-0.013948187518398525,0.014256885834798998,-3.2220348662351816,-0.00941915227733181,-0.05969122846991667,-0.004010184863630759
2025-01-02 02:00:00,-0.01109701754688827,0.013636197414279457,-2.5927366160098644,-0.005936920222818998,-0.05200564401839,-5.41679205857503e-05
2025-01-02 03:00:00,-0.01278637739433057,0.012125071465143475,-2.4834249705865887,-0.008718516468446014,-0.04895741905811619,-0.002557450267650576
2025-01-02 04:00:00,-0.010721604623274539,0.016288214974229734,-3.5880720635898298,-0.005518553758514622,-0.06450600049115893,-0.0012458465712521204
2025-01-02 05:00:00,-0.01591912318734329,0.01969861962661355,-3.325083812584578,-0.009472318339102559,-0.0800129635386855,-0.0022535462414698454
2025-01-02 06:00:00,-0.01859999378120092,0.019779585285544247,-3.038562861185833,-0.014718074053444385,-0.08191221796400383,-0.0034552260544825335
2025-01-02 07:00:00,-0.012908837974615757,0.01903727084491918,-3.146414370740386,-0.006617647058825726,-0.07445760502658491,-0.0013106320426724879
2025-01-02 08:00:00,-0.010010891676554603,0.019288117451762076,-3.3218760425808034,-0.003478923311350912,-0.07310371237628858,-0.0001404200777701292
2025-01-02 09:00:00,-0.007453696743319398,0.015892740652429155,-3.7529436746585736,-0.0025088547817292417,-0.06107499469950308,-0.00021460414314920624
2025-01-02 10:00:00,-0.007692729603789697,0.014135622957648013,-3.532383090664381,-0.0032473231525801394,-0.05490304103282329,-0.000786268069848186
2025-01-02 11:00:00,-0.00939606335508612,0.01376740476055468,-3.4553231665058464,-0.004279811098139907,-0.054528574926288965,-0.001194328661793964
2025-01-02 12:00:00,-0.010825581525402986,0.01434820919741653,-3.5445030271330866,-0.007156308851410942,-0.05779384452412789,-0.00036581321154883985
2025-01-02 13:00:00,-0.014642370254887694,0.014386766762544245,-3.253290712233502,-0.010468888233705287,-0.06095033037125576,-0.0054072035954723496
2025-01-02 14:00:00,-0.014079770786375533,0.013944782451910746,-3.5217486820513453,-0.012030885257853896,-0.05919162085172087,-0.0027340511510148507
2025-01-02 15:00:00,-0.022279095679599445,0.013701891374504895,-2.878530610072791,-0.02027027027041417,-0.06482362536771479,-0.007855062164292471
2025-01-02 16:00:00,-0.018235333118961666,0.011480917395040225,-2.6175507976897103,-0.015716803760426612,-0.05324576277985714,-0.005123931901335272
2025-01-02 17:00:00,-0.022783371760808475,0.007696962955683848,-0.11881140232143318,-0.02174984775390265,-0.03719498076170226,-0.009680097277839896
2025-01-02 18:00:00,-0.01917241876857282,0.010602242662415867,-1.1152081678352694,-0.017834875158722285,-0.04649685376364898,-0.002178604896547313
2025-01-02 19:00:00,-0.0235425757594859,0.013319463452397035,-1.5917569339518662,-0.0197498702757547,-0.0598280285130959,-0.005706615263749609
2025-01-02 20:00:00,-0.02409168167208992,0.014506922236693304,-1.8717125228742042,-0.02192384653591062,-0.06484766075191968,-0.0059062630981125295
2025-01-02 21:00:00,-0.022679595219580285,0.014223236962264987,-2.0717406016945286,-0.01905259656958691,-0.06384018391163311,-0.006618742793390477
2025-01-02 22:00:00,-0.021979186315440227,0.011587830561903078,-1.0201238821507554,-0.01942986399379576,-0.04961022018469575,-0.007470258775403382
2025-01-02 23:00:00,-0.020326653551817703,0.013167319880211352,-1.7889990159125244,-0.016138767989429703,-0.056581379440379845,-0.006292443254468745
2025-01-03 00:00:00,-0.01999114304937775,0.008942246609499539,-0.6628368215035229,-0.019001490313148572,-0.038882170781177304,-0.006171442329646913
2025-01-03 01:00:00,-0.015505237556993985,0.008571736393942792,-0.6437769937105049,-0.013326156177196236,-0.033150935961257934,-0.00248885289354836
2025-01-03 02:00:00,-0.015045630006077287,0.0074192547405309475,-1.2284223481721792,-0.013948902360543025,-0.03369485339583566,-0.006226617575804103
2025-01-03 03:00:00,-0.010707182138913383,0.007102011659639324,-0.935236951966204,-0.009444485762588384,-0.027570406802990378,-0.0023713847965796454
2025-01-03 04:00:00,-0.018494592033310785,0.006758773167288384,-1.402734359229314,-0.01590842952855187,-0.03400283372225744,-0.010822624818375086
