datetime,1,2,3,4,5
2025-01-02 00:00:00,-0.0014215253973120234,-0.001048162396171809,-0.0021710226947373457,-0.00535720872151374,-0.007703700456763468
2025-01-02 01:00:00,0.002720469870920117,0.007189385006923066,0.002991156954069041,1.5197817723439089e-05,0.002831094576197818
2025-01-02 02:00:00,-0.0011608649222512313,-0.002789880551392121,-0.003246191458370055,-0.002341349171975232,0.0024304477872575114
2025-01-02 03:00:00,0.0073094627290806735,0.013832366917033823,0.010403180437254264,0.008528621408827375,-0.004430714139932568
2025-01-02 04:00:00,-0.0011582038298578179,-0.004371787841115304,-0.0029844965270542367,-0.006641884010236937,-0.00967672039051462
2025-01-02 05:00:00,-0.0017181706350278547,-0.0027056942496481995,-0.0010525643763277988,-0.002636928974708047,-0.004718099858552788
2025-01-02 06:00:00,0.0025385675210706227,0.00655013801783394,0.007260502786200347,0.006255701715219275,0.00799504904299958
2025-01-02 07:00:00,0.004352679516046232,0.004732980189376734,0.004066675638779642,0.00536693311900821,0.0009193074484311892
2025-01-02 08:00:00,0.0064069567218956736,0.009635641292394914,0.006612194329466877,0.013240463668072022,0.011354515412511923
2025-01-02 09:00:00,-0.00028026123687940885,0.00015833677847967853,0.003958948877833583,0.004847080029018541,0.009528791166253714
2025-01-02 10:00:00,0.001518912252974347,-0.0016929576035099592,-0.0007034844416922518,-0.004558622118011335,0.0002789237705736747
2025-01-02 11:00:00,0.0030222787416178676,0.0008947558310472281,-0.0001313641268233153,-0.0036526762052161432,0.0007690307668056229
2025-01-02 12:00:00,-0.004292359279627372,-0.0005438884985866366,-0.001141667338907082,-0.005469399401164532,-0.006287824285706872
2025-01-02 13:00:00,0.004963957342077552,0.0018254202897632077,0.0023265321306330153,0.003210926239435974,0.002021602710892384
2025-01-02 14:00:00,-0.006543200889344625,-0.008115398341712404,-0.009697235802931988,-0.010425124278275577,-0.007104397411105939
2025-01-02 15:00:00,0.002996127173562624,0.003456620486692319,0.0027409417203839346,0.004168408623886011,0.007673547343587217
2025-01-02 16:00:00,-0.004011886379023277,-0.0059053137902316255,-0.00708191439378647,-0.004902413354645446,-0.00159495322797229
2025-01-02 17:00:00,0.00531986473863727,0.00531233073788806,0.003241727994429159,0.003699890548429341,0.0007097296970941525
2025-01-02 18:00:00,-0.0013408422382847063,-0.003179114527489868,-0.004366496607286126,-0.0026748096803677623,-0.009326638838731749
2025-01-02 19:00:00,0.00021205372267291134,-0.00014790292841793118,-0.00041350271922443077,-0.001178314830369509,-0.0011978785157863159
2025-01-02 20:00:00,-0.00012927879505417184,0.0018189304200687817,0.003028607514416285,4.1706570312022295e-05,0.002902091620047953
2025-01-02 21:00:00,-0.0019979353878724904,-0.0014707384636863385,0.0027457720869144366,0.001453428381431282,0.0036003754410798283
2025-01-02 22:00:00,0.0017961614770264367,0.004305231025417966,2.4976257319342388e-05,0.0029028921458086054,-0.0010515740888586145
2025-01-02 23:00:00,-0.0013241124298017382,-0.003315019692238519,-0.0029814532248034764,-0.001639928657619083,0.0013781206121914746
2025-01-03 00:00:00,0.000991801856608715,0.005619185398934579,0.006142830775412407,0.004094169216658783,0.007507431435582412
2025-01-03 01:00:00,0.0008503968076751522,0.0029792809639869744,0.0031732587803177856,0.0038005783007021565,0.01102516009524035
2025-01-03 02:00:00,0.0011386514437108641,0.004615898129710527,0.008485504012625636,0.008847919490644063,0.01294090937732606
2025-01-03 03:00:00,-0.0040777642269449466,-0.008517831433252632,-0.008118346285898507,-0.010228999791581816,-0.008410854301125481
2025-01-03 04:00:00,0.0006943007762297559,-0.0012961199108238453,0.0005129747709854415,-0.002229882956042012,0.0035800508085228333
2025-01-03 05:00:00,-0.0034371648695583623,-0.003229920536570424,0.0003198606870431127,0.0006327539998139953,0.005534836030366169
2025-01-03 06:00:00,-0.002991390628110019,-0.0032533373606115357,-0.005179029474831657,-0.008913063014202693,-0.006899055225108058
2025-01-03 07:00:00,0.0010264290795196085,0.0028036013804516036,0.010455193909940283,0.003799977088377815,0.0054412917389896065
2025-01-03 08:00:00,0.004040762417240551,0.0076832054707012265,0.010722404542410505,0.010825962944260303,0.009939538753443666
2025-01-03 09:00:00,-0.00035793854564564187,0.0009551757430935892,0.00033141415834614385,0.008300632230425986,0.0029638186751555495
2025-01-03 10:00:00,0.005974722824250711,0.010480282588892886,0.019073187103004985,0.008684690854186411,0.008877356653901464
2025-01-03 11:00:00,-0.0005120523633788954,0.00016558204468924975,0.0007200348129248931,0.005045404287229938,0.0021492835774197805
2025-01-03 12:00:00,0.0018652606726419219,0.0005939611629759145,-0.0012678480141495492,0.005562739142279005,-0.0016017907091074313
2025-01-03 13:00:00,0.007522866203437895,0.013487950742070598,0.01293790581927845,0.01851775106862863,0.00926602137939514
2025-01-03 14:00:00,0.005735855081840435,0.006392718899808136,0.0062007351888822,0.013109318420165994,0.0009682284406522246
2025-01-03 15:00:00,0.004066181276717928,0.007094695409506635,0.002907960261423148,0.004216025815078184,0.012074297725292837
2025-01-03 16:00:00,-0.0010269938730080308,-0.0029605742283106418,-0.0043661962514968495,-0.004776941061639645,-0.0053856277811959175
2025-01-03 17:00:00,0.003060734561546874,0.00516154973276825,0.003706930723037886,0.0033924165400574524,0.004189065852095553
2025-01-03 18:00:00,0.0020417588186041336,0.008005663761853465,-0.0009598084859018622,-0.0007900474411680347,0.00713628912562686
2025-01-03 19:00:00,-0.002675727785634685,-0.002276258032054307,-0.006937395276350844,-0.007749581629673846,-0.0005639784055634922
2025-01-03 20:00:00,0.0007216046220623329,0.0032301949501156724,0.0030879063245701963,0.003160512029885154,0.0006146986562076961
2025-01-03 21:00:00,0.00064780889550764,-0.0007812324606131515,0.0025368929797013142,0.003911427989512162,0.0007105090190710484
2025-01-03 22:00:00,-0.00022133743950364382,-0.002638337794366813,0.0038448157687813733,-0.0001399515790626027,-0.004422072959109125
2025-01-03 23:00:00,-0.0020615807556389476,-0.005542736475464355,-0.007370825912279814,-0.00797869165752399,0.00040838120764905006
2025-01-04 00:00:00,-0.0003274162059332397,0.002914301026485183,0.0025399249495426566,0.00835307724512635,0.01534444104478458
2025-01-04 01:00:00,0.0026512686887968373,0.0026816140427894097,0.0018206009161951069,0.003050930046603395,0.002295348896172278
2025-01-04 02:00:00,0.0003724135810039553,-0.0009658889763093648,0.0015419110426757217,-0.006914637339641649,0.0005863033418526675
2025-01-04 03:00:00,-0.0014706827837670244,-0.002585298665120056,-0.003668217541816121,-0.0025411426288984573,-0.006218774434858659
2025-01-04 04:00:00,0.0028865785045907033,0.0010923041283701918,-0.0005029016243892995,0.0004222298652335754,0.0006042145657740028
2025-01-04 05:00:00,-0.0003575961236791103,0.000956389408928171,0.001665719525202521,0.001773107288067538,0.002085669113049776
2025-01-04 06:00:00,0.000829134406873655,-0.0005107466432508201,0.0008274442482892145,-0.0011101839553042392,-0.005794348671227634
2025-01-04 07:00:00,-0.006533149210024736,-0.00765089861228771,-0.00970528481912003,-0.01051039737405518,-0.010610452120928066
